行政区,项目名称,项目位置,面积(公顷),土地用途,供地方式,土地使用年限,行业分类,成交价格(万元),土地使用权人,约定容积率,合同签订日期,约定开工时间,约定竣工时间,
濉溪县,淮北市宏景公路工程有限公司,濉芜现代产业园濉溪四路西侧,2.267103,工业用地,挂牌出让,50,其它,318,淮北市宏景公路工程有限公司,1,2019年10月18日,2020年4月18日,2021年4月18日,
濉溪县,濉溪县嘉星机械加工有限公司,百善镇省道202西、苇菠村用地北,1.3315,工业用地,挂牌出让,50,其它,187,濉溪县嘉星机械加工有限公司,1,2019年10月18日,2020年4月18日,2021年4月18日,
濉溪县,上海电气（濉溪）生物质发电有限公司,濉溪县南坪镇姚寨路南、园西路东,11.214242,工业用地,挂牌出让,50,其它,1514,上海电气（濉溪）生物质发电有限公司,1,2019年10月14日,2020年4月14日,2022年4月14日,
濉溪县,关于南坪镇路东村采煤塌陷搬迁牛沟、张圩、小李、小吴新村建设项目,濉溪县南坪镇街西村境内,7.64,城镇住宅用地,划拨,,房地产业,,濉溪县南坪镇路东村村民委员会,1.001.60,2019年10月8日,2019年12月8日,2021年6月8日,
濉溪县,关于南坪镇南坪村采煤塌陷搬迁胡圩新村建设工程项目,濉溪县南坪镇街西村境内,7.026666,城镇住宅用地,划拨,,房地产业,,濉溪县南坪镇南坪村村民委员会,1.001.60,2019年10月8日,2019年12月8日,2021年6月8日,
濉溪县,李梦,濉溪经济开发区S202省道西、玉龙物流有限公司南,5.033698,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,其它,12200,李梦,1.002.20,2019年9月30日,2020年9月30日,2022年9月30日,
濉溪县,淮北市东利房地产开发有限公司,濉溪经济开发区合欢路东、玉兰大道南,3.659134,城镇住宅用地,挂牌出让,70,房地产业,10350,淮北市东利房地产开发有限公司,1.002.00,2019年9月30日,2020年9月30日,2021年9月30日,
濉溪县,淮北市东利房地产开发有限公司,濉溪县河西区岱河西路南、合欢路西,4.696544,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,房地产业,19020,淮北市东利房地产开发有限公司,1.002.20,2019年9月30日,2020年9月30日,2022年9月30日,
濉溪县,淮北市东利房地产开发有限公司,濉溪经济开发区合欢路东、玉兰大道南,3.881206,城镇住宅用地,挂牌出让,70,房地产业,10000,淮北市东利房地产开发有限公司,1.002.00,2019年9月30日,2020年9月30日,2021年9月30日,
淮北市本级,淮北融翔文旅发展有限公司,相山区规划新兴路东、泉山支路北,2.959538,城镇住宅用地,挂牌出让,70,房地产业,16010,淮北融翔文旅发展有限公司,1.002.30,2019年9月30日,2021年4月11日,2022年4月11日,
濉溪县,关于南坪镇任圩村胡桥新庄建设项目,濉溪县南坪镇任圩村,6,城镇住宅用地,划拨,,房地产业,,濉溪县南坪镇任圩村村民委员会,1.001.60,2019年9月20日,2019年11月20日,2021年5月20日,
濉溪县,关于南坪镇老家村张庙新村建设项目,濉溪县南坪镇老家村,5.492048,城镇住宅用地,划拨,,房地产业,,濉溪县南坪镇老家村村民委员会,1.001.60,2019年9月20日,2019年11月20日,2021年5月20日,
淮北市本级,淮北市千锂鸟新能源科技有限公司,青龙山产业园内，经二路东、纬一路南,3.620566,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,1170,淮北市千锂鸟新能源科技有限公司,1,2019年9月19日,2020年3月3日,2021年3月3日,
淮北市本级,安徽鑫成功瓷业科技有限公司,太山工业园内，太山路以东,6.66628,工业用地,挂牌出让,50,专用设备制造业,2120,安徽鑫成功瓷业科技有限公司,1,2019年9月19日,2020年3月3日,2021年3月3日,
淮北市本级,淮北盛大建设投资有限公司,青龙山产业园内，经一路西、纬一路南,6.085555,工业用地,挂牌出让,50,公共设施管理业,1960,淮北盛大建设投资有限公司,1,2019年9月19日,2020年3月3日,2021年3月3日,
淮北市本级,相山区全民健身活动中心,古城路北侧、307小区东侧,0.202377,体育用地,划拨,,国家机构,,相山区西街道办事处,1.48,2019年8月30日,2020年1月1日,2020年12月1日,
濉溪县,安徽淮北新型煤化工合成材料基地消防站项目,濉溪县韩村镇马店村,0.592641,公用设施用地,划拨,,公共设施管理业,,安徽淮北新型煤化工合成材料基地管理委员会,,2019年8月29日,2019年10月29日,2021年4月29日,
濉溪县,江苏省建筑工程集团有限公司,县二关路东、沱河路北,3.607389,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,房地产业,6270,江苏省建筑工程集团有限公司,1.002.20,2019年8月29日,2019年10月29日,2020年10月29日,
濉溪县,关于城关中心学校第三小学及附属幼儿园工程项目,濉溪镇前大街南、十南街西,2.417479,教育用地,划拨,,教育业,,濉溪县教育局,1,2019年8月29日,2020年5月29日,2022年5月27日,
濉溪县,安徽泓泽新材料科技有限公司,安徽（淮北）新型煤化工合成材料基地创新路南、临白路西,12.606686,工业用地,挂牌出让,50,其它,1702,安徽泓泽新材料科技有限公司,0.6,2019年8月23日,2020年2月23日,2021年2月23日,
濉溪县,安徽欧勒奋生物科技有限公司,安徽（淮北）新型煤化工合成材料基地创新路南、淮圣北路西,14.337467,工业用地,挂牌出让,50,其它,1936,安徽欧勒奋生物科技有限公司,0.6,2019年8月23日,2020年2月23日,2021年2月23日,
濉溪县,安徽瑞柏新材料有限公司,安徽（淮北）新型煤化工合成基地用地西、基地北环路南,7.378552,工业用地,挂牌出让,50,其它,1004,安徽瑞柏新材料有限公司,0.6,2019年8月23日,2020年2月23日,2021年2月23日,
濉溪县,淮北市东利房地产开发有限公司,濉溪县河西区岱河西路南、合欢路西,4.835088,城镇住宅用地,挂牌出让,其他商服用地40年; 城镇住宅用地70年;,房地产业,19600,淮北市东利房地产开发有限公司,1.002.20,2019年8月22日,2020年8月22日,2022年8月22日,
淮北市本级,今麦郎饮品（淮北）有限公司,凤凰山开发区，凤冠路北、栖凤路西,10.584685,工业用地,挂牌出让,50,食品制造业,3680,今麦郎饮品（淮北）有限公司,1,2019年8月12日,2020年1月27日,2022年1月27日,
淮北市本级,安徽中联绿建钢构科技有限公司,段园镇兴国路北、郝台路东,5.846917,工业用地,挂牌出让,50,专用设备制造业,1150,安徽中联绿建钢构科技有限公司,1.000.00,2019年8月12日,2020年1月27日,2021年1月27日,
淮北市本级,淮北宁丰木业有限公司,市经济开发区新区，唐山路东侧、澥河路北侧、孟庄路南侧、市开发区土地西,7.349281,工业用地,挂牌出让,50,木材加工及木、竹、藤、棕、草制品业,2390,淮北宁丰木业有限公司,1.2,2019年8月12日,2020年1月27日,2021年1月27日,
淮北市本级,安徽康美绿筑新材料产业园有限公司,市经济开发区新区烈山园中园，运河路南、李圩路东、南唐路北,27.894338,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,9000,安徽康美绿筑新材料产业园有限公司,1.2,2019年8月12日,2020年1月27日,2023年1月27日,
淮北市本级,安徽成睿绿色新型环保建材有限公司,市经济开发区新区烈山园中园，土山路西、南唐路北,4.710631,工业用地,挂牌出让,50,专用设备制造业,1520,安徽成睿绿色新型环保建材有限公司,1.2,2019年8月12日,2020年1月27日,2021年1月27日,
濉溪县,安徽省绿康金属材料有限公司,淮北市金威机电设备有限公司南、洋槐路西,0.879788,工业用地,挂牌出让,50,其它,131,安徽省绿康金属材料有限公司,1,2019年8月9日,2020年2月9日,2021年2月9日,
濉溪县,濉溪县华恒混凝土有限公司,安徽（淮北）新型煤化工合成基地淮化路西、马店村村民委员会用地北,2.105597,工业用地,挂牌出让,50,其它,285,濉溪县华恒混凝土有限公司,0.6,2019年8月9日,2020年2月9日,2021年2月9日,
濉溪县,濉溪县建设开发有限公司,安徽省濉溪经济开发区管理委员会用地北、利民沟东,3.326963,工业用地,挂牌出让,50,其他金融服务,483,濉溪县建设开发有限公司,1,2019年8月9日,2020年2月9日,2021年2月9日,
濉溪县,濉溪县建设开发有限公司,安徽省濉溪经济开发区管理委员会用地北、安徽金鸿盛电气有限公司南,4.04933,工业用地,挂牌出让,50,其他金融服务,588,濉溪县建设开发有限公司,1,2019年8月9日,2020年2月9日,2021年2月9日,
濉溪县,安徽铜鼎轻金属新材料科技有限公司,安徽省濉溪经济开发区管理委员会用地西、金桂路北,2.212015,工业用地,挂牌出让,50,其它,321,安徽铜鼎轻金属新材料科技有限公司,1,2019年8月9日,2020年2月9日,2021年2月9日,
濉溪县,安徽久一矿山机械有限公司,安徽相恒气体科技有限公司南、洋槐路东,1.868995,工业用地,挂牌出让,50,其它,271,安徽久一矿山机械有限公司,1,2019年8月9日,2020年2月9日,2021年2月9日,
濉溪县,濉芜星城安居工程项目,濉溪县濉芜现代产业园向阳村境内,8.5329,城镇住宅用地,协议出让,70,房地产业,5136.8058,安徽濉芜现代产业园投资有限公司,1.002.26,2019年8月6日,2019年8月6日,2019年8月6日,
淮北市本级,梧桐中路（人民路-高速连接线）工程项目,杜集区矿山集街道张院村,4.917834,公路用地,划拨,,国家机构,,淮北市住房和城乡建设局,,2019年8月2日,,,
淮北市本级,杜集区山河大道项目,杜集区朔里镇,5.916731,公路用地,划拨,,其它,,淮北市东兴建投投资有限责任公司,,2019年8月2日,,,
淮北市本级,淮北乾瑞建设工程有限公司,相山经济开发区，仪凤路东、凤霞路北,19.034795,工业用地,挂牌出让,50,建筑装饰业,6630,淮北乾瑞建设工程有限公司,1,2019年7月31日,2020年1月15日,2022年1月15日,
淮北市本级,思朗食品（淮北）有限公司,相山经济开发区栖凤路西、洪碱河北,4.339603,工业用地,挂牌出让,50,食品制造业,1500,思朗食品（淮北）有限公司,1,2019年7月31日,2020年1月15日,2021年1月15日,
濉溪县,淮北市星光新材料科技有限公司,安徽（淮北）新型煤化工合成基地东、淮北矿业股份有限公司铁路运输处,5.665394,工业用地,挂牌出让,50,其它,765,淮北市星光新材料科技有限公司,0.6,2019年7月15日,2020年1月15日,2021年1月15日,
濉溪县,濉溪建设投资控股集团有限公司,濉溪县濉溪镇南环城路南、孟山南路西,7.041937,其他商服用地,挂牌出让,40,其他金融服务,16650,濉溪建设投资控股集团有限公司,1.5,2019年7月4日,2019年12月4日,2021年12月4日,
濉溪县,濉溪建设投资控股集团有限公司,濉溪县孟山南路西、烈山区洪庄村用地北,6.009835,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,其他金融服务,14210,濉溪建设投资控股集团有限公司,1.002.00,2019年7月4日,2020年7月4日,2022年7月4日,
濉溪县,淮北汇巨商贸有限公司,刘桥镇S101东、白杨路南,5.62505,其他商服用地,挂牌出让,40,其它,3000,淮北汇巨商贸有限公司,1.002.50,2019年6月28日,2019年11月28日,2021年11月28日,
濉溪县,淮北华润燃气有限公司,安徽（淮北）新型煤化工合成基地用地南、小湖村用地北,0.701993,公用设施用地,挂牌出让,50,燃气生产和供应业,190,淮北华润燃气有限公司,0.5,2019年6月28日,2019年11月28日,2020年11月28日,
淮北市本级,万家花城（城乡一体化工程）,202省道以西、金河路南,0.030691,城镇住宅用地,协议出让,61.24,房地产业,60.7682,安徽绿洋房地产有限公司,1.8,2019年6月27日,,,
淮北市本级,万家花城（城乡一体化桥头社区）,202省道以西、金河路南,0.07629,城镇住宅用地,协议出让,61.24,房地产业,151.0542,安徽绿洋房地产有限公司,,2019年6月27日,,,
濉溪县,关于淮北市生活垃圾卫生填埋场项目,濉溪县韩村镇胜利村,12.582148,公用设施用地,划拨,,环境管理业,,淮北市环境卫生管理处,0.6,2019年6月17日,2019年8月17日,2021年2月17日,
淮北市本级,淮北市烈山区综合服务中心建设项目,烈山区烈山镇吴山口社区,0.623542,机关团体用地,划拨,,国家机构,,淮北市烈山区机关服务管理中心,1.091.09,2019年6月13日,2019年11月12日,2020年11月11日,
濉溪县,关于淮北南部次中心起步区基础设施建设项目,濉溪县百善镇,11.758855,城镇村道路用地,划拨,,道路运输业,,淮北中濉建设发展有限公司,,2019年6月10日,2019年8月10日,2021年2月10日,
淮北市本级,太山路,烈山区烈山镇蔡里社区、蒋疃村、华家湖社区、凤凰社区,9.4068,公路用地,划拨,,国家机构,0,淮北市重点工程管理局,,2019年6月5日,,,
淮北市本级,合徐高速连接线,烈山区宋疃镇和村社区,0.24,公路用地,划拨,,国家机构,0,淮北市重点工程管理局,,2019年6月5日,,,
淮北市本级,淮北市开发区停车场,淮北市开发区南区滨河路北,0.2364,公用设施用地,划拨,,国家机构,0,淮北市开发区,,2019年6月5日,,,
淮北市本级,花山路,烈山区烈山镇蔡里社区、蒋疃村、华家湖社区,6.529,公路用地,划拨,,国家机构,0,淮北市重点工程管理局,,2019年6月5日,,,
濉溪县,淮北市大华环保科技有限公司,濉溪县濉溪经济开发区杨槐路西、杨楼大沟堤东,1.882966,工业用地,挂牌出让,50,其它,234,淮北市大华环保科技有限公司,1,2019年6月5日,2019年12月5日,2020年12月5日,
淮北市本级,淮北开发区南区污水污水泵,淮北市开发区南区梧桐大道东,0.1361,公用设施用地,划拨,,国家机构,0,淮北市开发区,,2019年6月5日,,,
淮北市本级,孟山南路绿化,孟山南路西、洪庄新村北侧,0.187298,公园与绿地,划拨,,国家机构,0,淮北市重点工程管理局,,2019年6月5日,,,
淮北市本级,洪庄小学二期,孟山南路西、洪庄新村北侧,0.436019,教育用地,划拨,,教育业,0,洪庄小学,1.001.50,2019年6月5日,,,
淮北市本级,烈山区宋疃中学,烈山区宋疃镇梧桐路东,2.3804,教育用地,划拨,,教育业,0,烈山区宋疃中学,1.001.50,2019年6月5日,,,
淮北市本级,边角地,梧桐路西、电厂二路北，花庄路西、望湖路南，宁山路西、望湖路北,0.162349,公园与绿地,划拨,,国家机构,0,烈山区人民政府,,2019年6月5日,,,
濉溪县,濉溪富兴文化旅游产业发展有限公司,濉溪县南大街南、二关路东,3.327283,其他商服用地,挂牌出让,40,其他金融服务,7650,濉溪富兴文化旅游产业发展有限公司,0.5,2019年6月5日,2019年11月5日,2020年11月5日,
濉溪县,濉溪县建设开发有限公司,濉溪县濉溪经济开发区利民沟东、安徽金鸿盛电气有限公司用地南,2.760584,工业用地,挂牌出让,50,其他金融服务,401,濉溪县建设开发有限公司,1,2019年6月3日,2019年12月3日,2020年12月3日,
濉溪县,安徽口都酒业有限责任公司,百善镇百善村村民委员会用地西、安徽口都酒业有限责任公司、淮北群翔兽业有限公司东,1.412289,工业用地,挂牌出让,50,农副食品加工业,198,安徽口都酒业有限责任公司,1,2019年6月3日,2019年12月3日,2020年12月3日,
濉溪县,淮北晓欣环保科技有限公司,濉溪县濉溪经济开发区女贞西路南、李庄村用地东,2.9093,工业用地,挂牌出让,50,其它,422,淮北晓欣环保科技有限公司,1,2019年5月31日,2019年11月30日,2020年11月30日,
濉溪县,淮北市瑞美新型建材有限公司,濉溪县百善镇黄新庄村用地南、水库东,0.5063,工业用地,挂牌出让,50,其它,71,淮北市瑞美新型建材有限公司,1,2019年5月29日,2019年11月29日,2020年11月29日,
濉溪县,安徽碳鑫科技有限公司,安徽（淮北）新型煤化工合成基地临白路东、青芦铁路南,40.54912,工业用地,挂牌出让,50,其它,5475,安徽碳鑫科技有限公司,0.6,2019年5月24日,2019年11月24日,2021年11月24日,
濉溪县,安徽雄创铝合金新型材料有限责任公司,濉溪县经济开发区白杨西路南、洋槐路西,6.369795,工业用地,挂牌出让,50,其它,925,安徽雄创铝合金新型材料有限责任公司,1,2019年5月24日,2019年11月24日,2020年11月24日,
淮北市本级,淮北市公用事业资产运营有限公司,淮北经济开发区新区，梧桐大道西、澥河路南、杜庄路北,18.667525,工业用地,挂牌出让,50,公共设施管理业,6030,淮北市公用事业资产运营有限公司,1.2,2019年5月17日,2019年11月2日,2022年11月2日,
淮北市本级,安徽华智生物制药有限公司,龙湖高新区威龙路西、龙言路北、云龙路东,9.987984,工业用地,挂牌出让,50,医药制造业,2460,安徽华智生物制药有限公司,1.200.00,2019年5月17日,2019年11月2日,2021年11月2日,
淮北市本级,淮北宁丰木业有限公司,淮北经济开发区新区，孟庄路南侧、澥河路北侧,7.999434,工业用地,挂牌出让,50,木材加工及木、竹、藤、棕、草制品业,2580,淮北宁丰木业有限公司,1.2,2019年5月17日,2019年11月2日,2020年11月2日,
淮北市本级,安徽鸿鹄贸易有限公司,烈山区经济开发区,松山路南、雷圩路西,1.476815,仓储用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,480,安徽鸿鹄贸易有限公司,0.9,2019年5月17日,2019年11月2日,2020年11月2日
濉溪县,安徽恒聪贸易有限公司,濉溪县刘桥镇火神庙村S101以北,2.271062,工业用地,挂牌出让,50,其它,318,安徽恒聪贸易有限公司,1,2019年5月13日,2019年11月13日,2020年11月13日,
濉溪县,淮北供电公司110千伏濉河输变电工程项目,濉溪县濉芜现代产业园区银桦路，石楠路交叉口东南角,0.555565,公用设施用地,划拨,,火力发电,,国网安徽省电力有限公司淮北供电公司,1.2,2019年5月10日,2019年7月10日,2021年1月10日,
濉溪县,濉溪县富强置业有限公司,濉溪县百善镇纬八路南、振兴路东,4.810964,城镇住宅用地,挂牌出让,其他商服用地40年; 城镇住宅用地70年;,房地产业,4340,濉溪县富强置业有限公司,1.002.00,2019年5月7日,2020年5月7日,2021年5月7日,
濉溪县,濉溪县富强置业有限公司,濉溪县百善镇纬八路南、振兴路东,5.216534,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,房地产业,4700,濉溪县富强置业有限公司,1.002.00,2019年5月7日,2020年5月7日,2022年5月7日,
濉溪县,安徽丰恩建材有限公司,濉溪县濉溪芜湖现代产业园濉溪六路西、濉溪芜湖现代产业园区用地南,1.34068,工业用地,挂牌出让,50,其它,188,安徽丰恩建材有限公司,1,2019年4月25日,2019年10月25日,2020年10月25日,
濉溪县,淮北帝象新材料有限责任公司,濉溪县濉溪经济开发区香樟路西、水杉路北,5.207425,工业用地,挂牌出让,50,其它,756,淮北帝象新材料有限责任公司,1,2019年4月25日,2019年10月25日,2020年10月25日,
濉溪县,安徽濉芜现代产业园投资有限公司,濉溪县濉溪芜湖现代产业园濉芜大道北、濉溪六路东,6.551201,工业用地,挂牌出让,50,其他金融服务,918,安徽濉芜现代产业园投资有限公司,1,2019年4月25日,2019年10月25日,2020年10月25日,
濉溪县,安徽濉芜现代产业园投资有限公司,濉溪县濉溪芜湖现代产业园芜湖二路南、濉溪六路东,2.675113,工业用地,挂牌出让,50,其他金融服务,375,安徽濉芜现代产业园投资有限公司,1,2019年4月25日,2019年10月25日,2020年10月25日,
濉溪县,安徽博旭洲物流有限公司,濉溪县濉溪芜湖现代产业园濉芜大道南、濉溪五路东,3.340368,工业用地,挂牌出让,50,其它,468,安徽博旭洲物流有限公司,1,2019年4月25日,2019年10月25日,2020年10月25日,
淮北市本级,翠峰小学扩建工程,鹰山北路西侧（现翠峰小学西侧）,1.215429,教育用地,划拨,,教育业,,淮北市翠峰小学,0.501.10,2019年4月23日,2019年11月5日,2020年11月5日,
濉溪县,安徽都联重钢建材有限公司,濉溪县濉溪芜湖现代产业园芜湖四路北、濉溪六路东,2.62026,工业用地,挂牌出让,50,其它,367,安徽都联重钢建材有限公司,1,2019年4月19日,2019年10月19日,2020年10月19日,
濉溪县,濉溪建设投资控股集团有限公司,濉溪东关村用地南、烈山区洪庄村用地北,4.614898,城镇住宅用地,挂牌出让,其他商服用地40年; 城镇住宅用地70年;,其他金融服务,10520,濉溪建设投资控股集团有限公司,1.002.20,2019年4月12日,2020年4月12日,2022年4月12日,
濉溪县,安徽美信铝业有限公司,濉溪县濉溪经济开发区红枫路东、安徽美信铝业有限公司北,8.826404,工业用地,挂牌出让,50,其它,1280,安徽美信铝业有限公司,1,2019年4月12日,2019年10月12日,2020年10月12日,
濉溪县,濉溪建设投资控股集团有限公司,濉溪县南环城路南、孟山南路东,4.774508,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,其他金融服务,10880,濉溪建设投资控股集团有限公司,1.002.20,2019年4月12日,2020年4月12日,2022年4月12日,
濉溪县,濉溪建设投资控股集团有限公司,濉溪县南环城路南、烈山区洪庄村用地北,7.177177,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,其他金融服务,16360,濉溪建设投资控股集团有限公司,1.002.20,2019年4月12日,2020年4月12日,2022年4月12日,
淮北市本级,淮北市公用事业资产运营有限公司,杜集经济开发区，山河大道北、朔里镇坡里村土地南,6.954429,工业用地,挂牌出让,50,水利管理业,1470,淮北市公用事业资产运营有限公司,1.000.00,2019年4月11日,2019年9月25日,2020年9月25日,
濉溪县,淮北相淮水泥有限责任公司,安徽（淮北）新型煤化工合成基地淮峦路东、新宇路北,0.556203,工业用地,挂牌出让,50,其它,76,淮北相淮水泥有限责任公司,1,2019年4月10日,2019年10月10日,2020年10月10日,
淮北市本级,淮北市碧盈房地产开发有限公司,人民路北、符夹铁路线以东,13.599321,城镇住宅用地,挂牌出让,70,房地产业,68950,淮北市碧盈房地产开发有限公司,1.002.60,2019年4月10日,2020年10月25日,2023年10月25日,
淮北市本级,淮北市金泽基业置业集团有限公司,符夹线铁路南、孟山路东,2.943818,城镇住宅用地,挂牌出让,70,房地产业,13250,淮北市金泽基业置业集团有限公司,1.002.90,2019年4月10日,2020年10月25日,2021年10月25日,
濉溪县,安徽江泰新材料科技有限公司,安徽（淮北）新型煤化工合成基地用地西、白铁路东,1.416321,工业用地,挂牌出让,50,其它,192,安徽江泰新材料科技有限公司,0.6,2019年4月10日,2019年10月10日,2020年10月10日,
濉溪县,安徽融铸新型材料科技有限公司,安徽（淮北）新型煤化工合成基地用地东、淮兴路西,4.008323,工业用地,挂牌出让,50,其它,542,安徽融铸新型材料科技有限公司,0.6,2019年4月10日,2019年10月10日,2020年10月10日,
濉溪县,淮北相淮水泥有限责任公司,安徽（淮北）新型煤化工合成基地相淮路西、新宇路北,1.560878,工业用地,挂牌出让,50,其它,211,淮北相淮水泥有限责任公司,1,2019年4月10日,2019年10月10日,2020年10月10日,
淮北市本级,安徽中冶淮海装配式建筑有限公司,杜集经济开发区内，紫藤北路西、孙庄村委会土地东,8.899018,工业用地,挂牌出让,50,建筑安装业,1880,安徽中冶淮海装配式建筑有限公司,1,2019年4月10日,2019年9月25日,2020年9月25日,
淮北市本级,淮北云集文化产业有限公司,人民路北、鹰山路西,4.354272,其他商服用地,挂牌出让,40,通讯设备、计算机及其他电子设备制造业,12490,淮北云集文化产业有限公司,1.4,2019年4月10日,2020年10月25日,2021年10月25日,
濉溪县,安徽临涣工业园循环经济发展有限公司,濉溪县马店村用地南、白铁路东,3.333333,工业用地,挂牌出让,50,其它,450,安徽临涣工业园循环经济发展有限公司,0.6,2019年4月10日,2019年10月10日,2020年10月10日,
淮北市本级,淮北开元建设投资有限责任公司,淮北凤凰山经济开发区内，丁任沟东、凤冠路南,5.386539,工业用地,挂牌出让,50,其他金融服务,2070,淮北开元建设投资有限责任公司,1,2019年4月10日,2019年9月25日,2020年9月25日,
濉溪县,淮北龙溪生物科技有限公司,安徽（淮北）新型煤化工合成基地用地,6.019284,工业用地,挂牌出让,50,其它,813,淮北龙溪生物科技有限公司,0.6,2019年4月10日,2019年10月10日,2020年10月10日,
淮北市本级,淮北通鸣矿业有限公司,宋疃镇太山村土地东、新园村土地北,20.72813,工业用地,挂牌出让,50,通用设备制造业,6190,淮北通鸣矿业有限公司,1.000.00,2019年3月27日,2019年9月12日,2022年9月12日,
淮北市本级,淮北市东兴建设投资有限责任公司,段园镇工业集中区内，振兴路西,2.041728,工业用地,挂牌出让,50,通讯设备、计算机及其他电子设备制造业,400,淮北市东兴建设投资有限责任公司,1.000.00,2019年3月27日,2019年9月12日,2020年9月12日,
淮北市本级,淮北市东兴建设投资有限责任公司,段园镇工业集中区内，兴国路北、牛眠村委会土地西,2.281538,工业用地,挂牌出让,50,专用设备制造业,450,淮北市东兴建设投资有限责任公司,1.000.00,2019年3月27日,2019年9月12日,2020年9月12日,
淮北市本级,淮北市东兴建设投资有限责任公司,段园镇工业集中区内，振兴路东、毛场村委员会土地西,3.068708,工业用地,挂牌出让,50,金属制品业,600,淮北市东兴建设投资有限责任公司,1.000.00,2019年3月27日,2019年9月12日,2020年9月12日,
淮北市本级,安徽卫家健康科技有限公司,段园镇工业集中区内，兴国路北、振兴路西,5.926194,工业用地,挂牌出让,50,纺织服装、鞋、帽制造业,1160,安徽卫家健康科技有限公司,1.000.00,2019年3月27日,2019年9月12日,2020年9月12日,
淮北市本级,淮北连通市政工程有限公司,相山区渠沟镇瓦房村东流路西,5.259489,工业用地,挂牌出让,50,金属制品业,1540,淮北连通市政工程有限公司,1,2019年3月22日,2019年9月7日,2020年9月7日,
淮北市本级,安徽味知轩食品有限公司,凤凰山经济开发区内，凤冠路北、安徽新选择食品科技开发有限公司南,1.007581,工业用地,挂牌出让,50,食品制造业,390,安徽味知轩食品有限公司,1,2019年3月22日,2019年9月7日,2020年9月7日,
淮北市本级,源创客小镇建设有限公司,凤凰山经济开发区内，淮凤路西,3.366729,工业用地,挂牌出让,50,金属制品业,1160,源创客小镇建设有限公司,1,2019年3月22日,2019年9月7日,2020年9月7日,
淮北市本级,安徽盛美诺生物技术有限公司,凤凰山经济开发区内，相凤路东，凤冠路北,1.411757,工业用地,挂牌出让,50,食品制造业,490,安徽盛美诺生物技术有限公司,1,2019年3月22日,2019年9月7日,2020年9月7日,
淮北市本级,中农联（淮北）建设开发有限公司,烈山区宋疃镇人民政府土地南、梧桐南路西,8.922731,批发市场用地,挂牌出让,40,批发业,6300,中农联（淮北）建设开发有限公司,0.001.20,2019年3月22日,2020年10月6日,2022年10月6日,
淮北市本级,绿地集团淮北彭城置业有限公司,段园镇淮海大道东、况庄路北,10.694717,城镇住宅用地,挂牌出让,70,房地产业,16050,绿地集团淮北彭城置业有限公司,1.001.30,2019年3月18日,2020年9月23日,2022年9月23日,
淮北市本级,绿地集团淮北彭城置业有限公司,淮海大道东、规划萧徐快速路北,15.835595,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,房地产业,23760,绿地集团淮北彭城置业有限公司,1.001.30,2019年3月18日,2020年9月23日,2023年9月23日,
淮北市本级,绿地集团淮北彭城置业有限公司,淮海大道东、况庄路南,16.872113,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,房地产业,25310,绿地集团淮北彭城置业有限公司,1.001.30,2019年3月18日,2020年9月23日,2023年9月23日,
淮北市本级,绿地集团淮北彭城置业有限公司,段园镇淮海大道东、况庄路北,12.507194,城镇住宅用地,挂牌出让,70,房地产业,18770,绿地集团淮北彭城置业有限公司,1.001.30,2019年3月18日,2020年9月23日,2022年9月23日,
濉溪县,濉溪中学综合楼工程项目,濉溪开发区玉兰路以北，合欢路以西,15.101442,教育用地,划拨,,教育业,,濉溪县教育局,1,2019年3月12日,2019年5月12日,2020年11月12日,
濉溪县,濉溪建设投资控股集团有限公司,濉溪县百善镇雁鸣组团（南部次中心）纬七路南、经一路东,3.997214,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,其他金融服务,3160,濉溪建设投资控股集团有限公司,1.002.20,2019年3月6日,2020年3月6日,2022年3月6日,
濉溪县,濉溪建设投资控股集团有限公司,濉溪县百善镇雁鸣组团（南部次中心）龙腾路北、经一路东,4.249526,城镇住宅用地,挂牌出让,城镇住宅用地70年; 其他商服用地40年;,其他金融服务,3480,濉溪建设投资控股集团有限公司,1.002.20,2019年3月6日,2020年3月6日,2022年3月6日,
濉溪县,安徽英科医疗用品有限公司,濉溪县濉溪芜湖现代产业园濉芜大道北、濉溪八路东,7.040014,工业用地,挂牌出让,50,橡胶制品业,986,安徽英科医疗用品有限公司,1,2019年3月5日,2019年9月5日,2020年9月5日,
淮北市本级,淮北粤泰置业有限公司,鹰山路东、规划勤学路南,1.309115,其他商服用地,挂牌出让,40,房地产业,5560,淮北粤泰置业有限公司,1.001.10,2019年3月5日,2020年7月31日,2021年7月31日,
